name,url,year,prize,desc
Jules A. Hoffmann,https://www.nobelprize.org/prizes/medicine/2011/hoffmann/facts/,2011,The Nobel Prize in Physiology or Medicine,“for their discoveries concerning the activation of innate immunity”
Ralph M. Steinman,https://www.nobelprize.org/prizes/medicine/2011/steinman/facts/,2011,The Nobel Prize in Physiology or Medicine,“for their discoveries concerning the activation of innate immunity”
Tomas Tranströmer,https://www.nobelprize.org/prizes/literature/2011/transtromer/facts/,2011,The Nobel Prize in Literature,"“because, through his condensed, translucent images, he gives us fresh access to reality”"
Ellen Johnson Sirleaf,https://www.nobelprize.org/prizes/peace/2011/johnson_sirleaf/facts/,2011,The Nobel Peace Prize,“for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work”
Leymah Gbowee,https://www.nobelprize.org/prizes/peace/2011/gbowee/facts/,2011,The Nobel Peace Prize,“for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work”
Tawakkol Karman,https://www.nobelprize.org/prizes/peace/2011/karman/facts/,2011,The Nobel Peace Prize,“for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work”
Thomas J. Sargent,https://www.nobelprize.org/prizes/economic-sciences/2011/sargent/facts/,2011,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for their empirical research on cause and effect in the macroeconomy”
Christopher A. Sims,https://www.nobelprize.org/prizes/economic-sciences/2011/sims/facts/,2011,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for their empirical research on cause and effect in the macroeconomy”
Andre Geim,https://www.nobelprize.org/prizes/physics/2010/geim/facts/,2010,The Nobel Prize in Physics,“for groundbreaking experiments regarding the two-dimensional material graphene”
Konstantin Novoselov,https://www.nobelprize.org/prizes/physics/2010/novoselov/facts/,2010,The Nobel Prize in Physics,“for groundbreaking experiments regarding the two-dimensional material graphene”
Richard F. Heck,https://www.nobelprize.org/prizes/chemistry/2010/heck/facts/,2010,The Nobel Prize in Chemistry,“for palladium-catalyzed cross couplings in organic synthesis”
Ei-ichi Negishi,https://www.nobelprize.org/prizes/chemistry/2010/negishi/facts/,2010,The Nobel Prize in Chemistry,“for palladium-catalyzed cross couplings in organic synthesis”
Akira Suzuki,https://www.nobelprize.org/prizes/chemistry/2010/suzuki/facts/,2010,The Nobel Prize in Chemistry,“for palladium-catalyzed cross couplings in organic synthesis”
Robert G. Edwards,https://www.nobelprize.org/prizes/medicine/2010/edwards/facts/,2010,The Nobel Prize in Physiology or Medicine,“for the development of in vitro fertilization”
Mario Vargas Llosa,https://www.nobelprize.org/prizes/literature/2010/vargas_llosa/facts/,2010,The Nobel Prize in Literature,"“for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat”"
Liu Xiaobo,https://www.nobelprize.org/prizes/peace/2010/xiaobo/facts/,2010,The Nobel Peace Prize,“for his long and non-violent struggle for fundamental human rights in China”
Peter A. Diamond,https://www.nobelprize.org/prizes/economic-sciences/2010/diamond/facts/,2010,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for their analysis of markets with search frictions”
Dale T. Mortensen,https://www.nobelprize.org/prizes/economic-sciences/2010/mortensen/facts/,2010,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for their analysis of markets with search frictions”
Christopher A. Pissarides,https://www.nobelprize.org/prizes/economic-sciences/2010/pissarides/facts/,2010,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for their analysis of markets with search frictions”
Charles K. Kao,https://www.nobelprize.org/prizes/physics/2009/kao/facts/,2009,The Nobel Prize in Physics,“for groundbreaking achievements concerning the transmission of light in fibers for optical communication”
Willard S. Boyle,https://www.nobelprize.org/prizes/physics/2009/boyle/facts/,2009,The Nobel Prize in Physics,“for groundbreaking achievements concerning the transmission of light in fibers for optical communication”
George E. Smith,https://www.nobelprize.org/prizes/physics/2009/smith/facts/,2009,The Nobel Prize in Physics,“for groundbreaking achievements concerning the transmission of light in fibers for optical communication”
Venkatraman Ramakrishnan,https://www.nobelprize.org/prizes/chemistry/2009/ramakrishnan/facts/,2009,The Nobel Prize in Chemistry,“for studies of the structure and function of the ribosome”
Thomas A. Steitz,https://www.nobelprize.org/prizes/chemistry/2009/steitz/facts/,2009,The Nobel Prize in Chemistry,“for studies of the structure and function of the ribosome”
Ada E. Yonath,https://www.nobelprize.org/prizes/chemistry/2009/yonath/facts/,2009,The Nobel Prize in Chemistry,“for studies of the structure and function of the ribosome”
Elizabeth H. Blackburn,https://www.nobelprize.org/prizes/medicine/2009/blackburn/facts/,2009,The Nobel Prize in Physiology or Medicine,“for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase”
Carol W. Greider,https://www.nobelprize.org/prizes/medicine/2009/greider/facts/,2009,The Nobel Prize in Physiology or Medicine,“for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase”
Jack W. Szostak,https://www.nobelprize.org/prizes/medicine/2009/szostak/facts/,2009,The Nobel Prize in Physiology or Medicine,“for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase”
Herta Müller,https://www.nobelprize.org/prizes/literature/2009/muller/facts/,2009,The Nobel Prize in Literature,"“who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed”"
Barack H. Obama,https://www.nobelprize.org/prizes/peace/2009/obama/facts/,2009,The Nobel Peace Prize,“for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples”
Elinor Ostrom,https://www.nobelprize.org/prizes/economic-sciences/2009/ostrom/facts/,2009,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"“for her analysis of economic governance, especially the commons”"
Oliver E. Williamson,https://www.nobelprize.org/prizes/economic-sciences/2009/williamson/facts/,2009,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"“for her analysis of economic governance, especially the commons”"
Yoichiro Nambu,https://www.nobelprize.org/prizes/physics/2008/nambu/facts/,2008,The Nobel Prize in Physics,“for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics”
Makoto Kobayashi,https://www.nobelprize.org/prizes/physics/2008/kobayashi/facts/,2008,The Nobel Prize in Physics,“for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics”
Toshihide Maskawa,https://www.nobelprize.org/prizes/physics/2008/maskawa/facts/,2008,The Nobel Prize in Physics,“for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics”
Osamu Shimomura,https://www.nobelprize.org/prizes/chemistry/2008/shimomura/facts/,2008,The Nobel Prize in Chemistry,"“for the discovery and development of the green fluorescent protein, GFP”"
Martin Chalfie,https://www.nobelprize.org/prizes/chemistry/2008/chalfie/facts/,2008,The Nobel Prize in Chemistry,"“for the discovery and development of the green fluorescent protein, GFP”"
Roger Y. Tsien,https://www.nobelprize.org/prizes/chemistry/2008/tsien/facts/,2008,The Nobel Prize in Chemistry,"“for the discovery and development of the green fluorescent protein, GFP”"
Harald zur Hausen,https://www.nobelprize.org/prizes/medicine/2008/hausen/facts/,2008,The Nobel Prize in Physiology or Medicine,“for his discovery of human papilloma viruses causing cervical cancer”
Françoise Barré-Sinoussi,https://www.nobelprize.org/prizes/medicine/2008/barre-sinoussi/facts/,2008,The Nobel Prize in Physiology or Medicine,“for his discovery of human papilloma viruses causing cervical cancer”
Luc Montagnier,https://www.nobelprize.org/prizes/medicine/2008/montagnier/facts/,2008,The Nobel Prize in Physiology or Medicine,“for his discovery of human papilloma viruses causing cervical cancer”
Jean-Marie Gustave Le Clézio,https://www.nobelprize.org/prizes/literature/2008/clezio/facts/,2008,The Nobel Prize in Literature,"“author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization”"
Martti Ahtisaari,https://www.nobelprize.org/prizes/peace/2008/ahtisaari/facts/,2008,The Nobel Peace Prize,"“for his important efforts, on several continents and over more than three decades, to resolve international conflicts”"
Paul Krugman,https://www.nobelprize.org/prizes/economic-sciences/2008/krugman/facts/,2008,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for his analysis of trade patterns and location of economic activity”
Albert Fert,https://www.nobelprize.org/prizes/physics/2007/fert/facts/,2007,The Nobel Prize in Physics,“for the discovery of Giant Magnetoresistance”
Peter Grünberg,https://www.nobelprize.org/prizes/physics/2007/grunberg/facts/,2007,The Nobel Prize in Physics,“for the discovery of Giant Magnetoresistance”
Gerhard Ertl,https://www.nobelprize.org/prizes/chemistry/2007/ertl/facts/,2007,The Nobel Prize in Chemistry,“for his studies of chemical processes on solid surfaces”
Mario R. Capecchi,https://www.nobelprize.org/prizes/medicine/2007/capecchi/facts/,2007,The Nobel Prize in Physiology or Medicine,“for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells”
Sir Martin J. Evans,https://www.nobelprize.org/prizes/medicine/2007/evans/facts/,2007,The Nobel Prize in Physiology or Medicine,“for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells”
Oliver Smithies,https://www.nobelprize.org/prizes/medicine/2007/smithies/facts/,2007,The Nobel Prize in Physiology or Medicine,“for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells”
Doris Lessing,https://www.nobelprize.org/prizes/literature/2007/lessing/facts/,2007,The Nobel Prize in Literature,"“that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny”"
Intergovernmental Panel on Climate Change,https://www.nobelprize.org/prizes/peace/2007/ipcc/facts/,2007,The Nobel Peace Prize,"“for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change”"
Al Gore,https://www.nobelprize.org/prizes/peace/2007/gore/facts/,2007,The Nobel Peace Prize,"“for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change”"
Leonid Hurwicz,https://www.nobelprize.org/prizes/economic-sciences/2007/hurwicz/facts/,2007,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for having laid the foundations of mechanism design theory”
